player_id,game_id,team_id,own_goals
207715,2726563,1025,1
207715,2726704,1025,1
102745,2726518,1390,1
5825,2726835,1390,1
80894,2726726,749,1
34336,2726606,749,1
21782,2726551,2921,1
5970,2726543,862,1
242940,2726530,458,1
7109,2897509,506,1
79960,2917395,506,1
44162,2897172,506,1
34572,3072773,506,1
20003,2897357,1038,1
20003,2897374,1038,1
255744,2897247,410,1
255744,2958239,410,1
32816,2897478,410,1
261611,2897387,410,1
22673,2897207,410,1
22141,2897320,1025,1
56830,2897518,1025,1
71019,2897228,2722,1
240158,2897313,2722,1
240158,2897503,2722,1
79510,2977725,2722,1
83409,2897457,20519,1
287700,2897514,276,1
47085,2897297,862,1
24606,2897251,862,1
24606,2897558,862,1
37295,2897184,862,1
111196,3081276,46,1
204069,3080980,46,1
42460,3081286,46,1
197747,3080907,5,1
121985,3081294,12,1
341705,3081395,614,1
72441,3081194,800,1
165513,3081202,800,1
34198,3081153,800,1
40633,3080985,398,1
298975,3081291,6574,1
298975,3081359,6574,1
199927,3081145,252,1
51186,3080930,4083,1
74590,3081281,410,1
102745,3081252,1390,1
238486,3081135,1390,1
215616,3081302,1025,1
99254,3081389,130,1
240786,3081052,130,1
13121,3081288,130,1
371436,3081389,130,1
84835,3081132,862,1
84921,3081186,8970,1
93128,3229180,6195,1
339808,3229307,5,1
125020,3229196,800,1
133179,3229429,800,1
205938,3229266,800,1
131731,3229212,6574,1
265088,3229364,6574,1
131731,3229414,6574,1
101213,3229333,6574,1
102745,3229233,1390,1
26669,3229536,1390,1
167796,3229257,1390,1
379807,3229504,416,1
183031,3229465,416,1
167727,3229259,416,1
167491,3229186,19,1
242078,3229466,19,1
240158,3229367,2722,1
240158,3229450,2722,1
47085,3229325,2722,1
88684,3229416,1005,1
28021,3433488,46,1
398073,3461768,46,1
29260,3433549,506,1
79960,3433317,506,1
262523,3433251,5,1
124715,3433428,6195,1
324282,3433485,4171,1
273132,3433408,800,1
524481,3433390,12,1
118689,3433429,12,1
199248,3433286,12,1
131075,3496449,398,1
239802,3433519,398,1
163639,3433198,276,1
240219,3433551,430,1
123261,3433273,6574,1
331560,3433215,1025,1
44834,3433286,1025,1
59699,3433223,130,1
59699,3433442,130,1
197473,3433402,130,1
315867,3433487,252,1
338637,3433434,4171,1
163489,3433375,4171,1
39983,3651100,506,1
79960,3614902,506,1
111196,3615120,46,1
3455,3614607,5,1
165513,3614736,800,1
360518,3614858,800,1
148252,3614518,800,1
103427,3614776,12,1
199248,3614708,12,1
124555,3614760,430,1
240219,3614659,430,1
394300,3615124,6574,1
115763,3614598,276,1
470794,3614553,276,1
481834,3614689,1390,1
111347,3614635,749,1
81789,3614814,1038,1
574495,3614622,1038,1
493702,3614594,749,1
435228,3614612,749,1
435228,3614867,749,1
88706,3614891,749,1
297645,3614716,749,1
338672,3614699,252,1
412513,3614614,607,1
412513,3614697,607,1
292772,3614716,3522,1
197929,3614886,3522,1
50617,3614612,76,1
84766,3614664,380,1
102558,2586963,583,1
184672,2586879,162,1
57480,2587003,1041,1
61892,2609768,1041,1
60542,2587013,1041,1
60577,2609817,244,1
182579,2609744,244,1
182579,2609787,244,1
82389,2609669,273,1
5308,2587017,40,1
139279,2586878,40,1
354352,2609780,40,1
57525,2609843,417,1
76055,2609789,1162,1
297070,2609728,1421,1
60578,2586981,1421,1
170903,2586804,415,1
12149,2609682,995,1
5451,2609758,1162,1
56820,2586769,855,1
138049,2609671,855,1
22635,2609755,855,1
51030,2586787,855,1
57358,2609729,1420,1
93759,2609762,1095,1
93759,2609815,1095,1
93732,2609823,1095,1
57348,2586881,738,1
18542,2609700,595,1
216508,2586967,3558,1
216508,2609689,3558,1
220878,2586918,3558,1
282900,2609805,3558,1
126710,2805651,583,1
127032,2701617,583,1
102558,2755719,583,1
5880,2755738,162,1
234781,2716703,1041,1
60558,2735655,417,1
81386,2735584,244,1
238720,2702748,40,1
39717,2701678,40,1
273000,2735647,1082,1
81663,2702825,1158,1
111048,2735563,1158,1
5686,2702749,969,1
15844,2701664,969,1
290587,2702764,969,1
236400,2735549,995,1
57216,2717381,1420,1
62351,2716704,1420,1
285323,2716701,1420,1
118078,2701659,1420,1
85295,2735546,347,1
57370,2701645,1162,1
50142,2702798,1162,1
50577,2702750,595,1
44688,2735580,595,1
109720,2717373,1159,1
205497,2735631,1159,1
168088,2701643,2969,1
29241,2901021,583,1
258254,2917433,162,1
39152,2942875,162,1
52920,2901127,1041,1
61892,2901315,1041,1
23960,2901127,1041,1
51118,2942847,244,1
27300,2942817,244,1
273236,2942831,417,1
16136,2942650,417,1
377393,2901320,417,1
5513,2942660,40,1
378954,2942899,273,1
284732,2901322,273,1
27306,2942861,618,1
139279,2942884,995,1
273000,2942874,1082,1
296422,2942721,1082,1
126711,2942920,1082,1
291140,2901108,2969,1
441170,2942881,2969,1
441170,2942892,2969,1
57467,2942682,1420,1
57216,2901147,1420,1
12029,2942799,1420,1
214532,2942921,1420,1
157491,2899539,855,1
351072,2942918,347,1
203655,2903933,255,1
127128,2942710,1095,1
282041,3047856,583,1
100986,3047832,583,1
15951,3047796,585,1
182913,3047518,583,1
52920,3047824,1041,1
353948,3047842,1041,1
61892,3047824,1041,1
463603,3047896,162,1
296422,3047863,162,1
344596,3047478,417,1
43256,3047735,1162,1
284732,3047455,273,1
33925,3047891,618,1
190786,3047570,415,1
184922,3047856,969,1
4811,3047656,969,1
143029,3047470,667,1
95336,3047789,1160,1
199704,3047790,1421,1
193469,3047847,1421,1
83132,3047579,1420,1
57467,3047431,1420,1
171410,3047576,1416,1
39174,3047520,1416,1
126557,3047826,1162,1
154199,3047785,2969,1
166237,3199520,583,1
60561,3199472,1041,1
137745,3199432,1041,1
137745,3199592,1041,1
296422,3199556,162,1
126673,3252209,252,1
240692,3199611,1082,1
435338,3199469,1082,1
251075,3195019,1082,1
183647,3199625,244,1
190685,3199412,244,1
16136,3199621,417,1
249636,3199390,417,1
57370,3199568,273,1
119085,3199590,40,1
357117,3199378,995,1
285323,3199573,1420,1
22386,3199572,969,1
335147,3199511,969,1
463608,3199377,415,1
410059,3199459,56089,1
172153,3199594,2969,1
434358,3199547,1160,1
538998,3394677,583,1
395671,3394757,2969,1
60561,3394655,1041,1
60561,3394711,1041,1
386047,3394989,162,1
33829,3394945,1082,1
251075,3394649,1082,1
183647,3461812,244,1
79522,3394722,6631,1
594992,3394633,618,1
236045,3394765,618,1
247915,3394701,969,1
59950,3394570,969,1
296356,3394799,1420,1
333175,3394645,667,1
149577,3394626,932,1
215114,3394657,1421,1
276895,3394741,826,1
474800,3394657,826,1
44686,3394938,826,1
85585,3394794,347,1
170544,3394598,3911,1
555076,3394995,3911,1
139279,3394605,995,1
395083,3394821,1158,1
154199,3394578,2969,1
216499,3394960,2969,1
102558,3589569,583,1
702441,3588816,1041,1
52920,3588781,40,1
52920,3589398,40,1
620322,3589272,1041,1
195778,3589256,162,1
203746,3588839,162,1
82009,3589423,162,1
420465,3589352,1082,1
420465,3589497,1082,1
347913,3588768,244,1
247915,3589553,969,1
283994,3588789,667,1
344591,3589428,40,1
314944,3589555,40,1
84085,3589478,618,1
84085,3589560,618,1
580747,3589281,618,1
471582,3589125,618,1
485960,3588936,3911,1
344864,3588838,3911,1
56809,3588766,347,1
413118,3588831,347,1
62351,3589566,1420,1
395234,3589321,1420,1
395234,3589418,1420,1
213052,3589274,1244,1
351843,3589296,1095,1
460245,3589290,1158,1
460245,3589326,1158,1
442552,3589121,1158,1
379869,3588831,3524,1
198709,3589303,3524,1
72121,3589258,3524,1
